"rules","support","confidence","lift","itemset"
"1","{lightgray-sweater} => {darkblue-blouse}",0.00111856823266219,0.5,7.09523809523809,1
"3","{lightcyan-t-shirt} => {black-skirt}",0.00111856823266219,0.375,6.36550632911392,2
"5","{darkpink-skirt} => {darkblue-blouse}",0.00111856823266219,0.375,5.32142857142857,3
"7","{lightblue-pants} => {black-blouse}",0.00111856823266219,0.333333333333333,2.3160621761658,4
"9","{darkgreen-sweater} => {darkgreen-blouse}",0.00186428038777032,0.625,111.75,5
"10","{darkgreen-blouse} => {darkgreen-sweater}",0.00186428038777032,0.333333333333333,111.75,5
"11","{lightpurple-skirt} => {black-sweater}",0.00111856823266219,0.333333333333333,6,6
"13","{orange-shorts} => {brown-blouse}",0.00111856823266219,0.333333333333333,6.7218045112782,7
"15","{darkpurple-sweater} => {darkpurple-blouse}",0.00149142431021626,0.5,95.7857142857143,8
"17","{lightgray-coat} => {darkgray-skirt}",0.00111856823266219,0.375,11.0521978021978,9
"19","{lightyellow-coat} => {darkblue-t-shirt}",0.00111856823266219,0.333333333333333,9.21649484536082,10
"21","{lightblue-sweater} => {lightblue-blouse}",0.00223713646532438,0.666666666666667,26.6865671641791,11
"24","{lightpink-blazer} => {lightpink-blouse}",0.00111856823266219,0.333333333333333,49.6666666666667,12
"25","{brown-legging} => {black-blouse}",0.00223713646532438,0.6,4.16891191709845,13
"27","{lightpink-sweater} => {lightpink-blouse}",0.00223713646532438,0.6,89.4,14
"28","{lightpink-blouse} => {lightpink-sweater}",0.00223713646532438,0.333333333333333,89.4,14
"29","{darkyellow-skirt} => {black-blouse}",0.00149142431021626,0.363636363636364,2.52661328308997,15
"35","{darkyellow-sweater} => {darkyellow-blouse}",0.00186428038777032,0.416666666666667,48.5869565217391,18
"37","{lightcyan-sweater} => {lightcyan-blouse}",0.00372856077554064,0.769230769230769,66.5508684863524,19
"38","{lightcyan-blouse} => {lightcyan-sweater}",0.00372856077554064,0.32258064516129,66.5508684863524,19
"41","{darkcyan-sweater} => {darkcyan-blouse}",0.00372856077554064,0.714285714285714,54.734693877551,21
"65","{darkblue-pants} => {black-blouse}",0.00186428038777032,0.3125,2.17130829015544,33
"75","{lightyellow-sweater} => {lightyellow-blouse}",0.00372856077554064,0.625,52.3828125,38
"76","{lightyellow-blouse} => {lightyellow-sweater}",0.00372856077554064,0.3125,52.3828125,38
"109","{black-sweater,lightpink-skirt} => {black-blouse}",0.00111856823266219,1,6.94818652849741,55
"110","{black-blouse,lightpink-skirt} => {black-sweater}",0.00111856823266219,0.6,10.8,55
"141","{lightblue-blazer} => {lightblue-blouse}",0.00298284862043251,0.363636363636364,14.5563093622795,70
"188","{orange-sweater} => {orange-blouse}",0.00559284116331096,0.576923076923077,30.3393665158371,94
"190","{darkblue-sweater,darkgray-pants} => {darkblue-blouse}",0.00111856823266219,0.75,10.6428571428571,95
"191","{darkblue-blouse,darkgray-pants} => {darkblue-sweater}",0.00111856823266219,0.75,31.4296875,95
"193","{black-sweater,darkgray-pants} => {black-blouse}",0.00149142431021626,1,6.94818652849741,96
"194","{black-blouse,darkgray-pants} => {black-sweater}",0.00149142431021626,0.333333333333333,6,96
"196","{darkgray-pants} => {black-blouse}",0.00447427293064877,0.387096774193548,2.68962059167642,97
"283","{brown-blazer} => {brown-blouse}",0.00372856077554064,0.32258064516129,6.50497210768858,140
"304","{darkblue-sweater,darkred-skirt} => {darkblue-blouse}",0.00111856823266219,0.75,10.6428571428571,151
"305","{darkblue-blouse,darkred-skirt} => {darkblue-sweater}",0.00111856823266219,0.5,20.953125,151
"323","{black-blouse,black-jeans} => {black-blazer}",0.00149142431021626,0.444444444444444,14.716049382716,160
"324","{black-blazer,black-jeans} => {black-blouse}",0.00149142431021626,1,6.94818652849741,160
"342","{white-shorts,white-sweater} => {white-blouse}",0.00149142431021626,0.8,12.1909090909091,169
"344","{white-blouse,white-shorts} => {white-sweater}",0.00149142431021626,0.5,19.4347826086957,169
"399","{brown-coat} => {brown-blouse}",0.00484712900820283,0.371428571428571,7.49001074113856,197
"427","{darkblue-coat,darkblue-skirt} => {darkblue-blouse}",0.00111856823266219,0.428571428571429,6.08163265306122,211
"444","{black-sweater,lightblue-skirt} => {black-blouse}",0.00149142431021626,0.8,5.55854922279793,219
"445","{black-blouse,lightblue-skirt} => {black-sweater}",0.00149142431021626,0.571428571428571,10.2857142857143,219
"471","{darkgray-sweater} => {darkgray-blouse}",0.00596569724086503,0.372093023255814,23.2082206598161,232
"472","{darkgray-blouse} => {darkgray-sweater}",0.00596569724086503,0.372093023255814,23.2082206598161,232
"498","{white-coat,white-t-shirt} => {white-skirt}",0.00111856823266219,0.5,8.59615384615385,245
"500","{white-coat,white-skirt} => {white-blouse}",0.00335570469798658,0.5625,8.57173295454546,246
"501","{white-blouse,white-skirt} => {white-coat}",0.00335570469798658,0.3,18.2863636363636,246
"502","{white-blouse,white-coat} => {white-skirt}",0.00335570469798658,0.692307692307692,11.9023668639053,246
"510","{white-coat} => {white-skirt}",0.00596569724086503,0.363636363636364,6.25174825174825,250
"515","{darkgray-sweater,lightred-skirt} => {black-blouse}",0.00149142431021626,1,6.94818652849741,253
"517","{black-blouse,darkgray-sweater} => {lightred-skirt}",0.00149142431021626,0.4,9.01512605042017,253
"532","{lightred-skirt,lightred-sweater} => {lightred-blouse}",0.00111856823266219,0.6,18.9317647058824,261
"534","{lightred-blouse,lightred-skirt} => {lightred-sweater}",0.00111856823266219,0.375,22.8579545454545,261
"536","{black-shorts,lightred-sweater} => {lightred-blouse}",0.00111856823266219,0.6,18.9317647058824,262
"537","{black-shorts,lightred-blouse} => {lightred-sweater}",0.00111856823266219,0.375,22.8579545454545,262
"550","{lightred-sweater} => {lightred-blouse}",0.00745712155108128,0.454545454545455,14.3422459893048,269
"562","{black-blouse,black-legging} => {black-blazer}",0.00149142431021626,0.307692307692308,10.1880341880342,275
"563","{black-blazer,black-legging} => {black-blouse}",0.00149142431021626,0.666666666666667,4.63212435233161,275
"584","{black-skirt,darkred-sweater} => {darkred-blouse}",0.00111856823266219,0.428571428571429,15.5328185328185,285
"585","{black-skirt,darkred-blouse} => {darkred-sweater}",0.00111856823266219,0.375,20.5255102040816,285
"587","{darkblue-shorts,darkred-sweater} => {darkred-blouse}",0.00111856823266219,0.428571428571429,15.5328185328185,286
"588","{darkblue-shorts,darkred-blouse} => {darkred-sweater}",0.00111856823266219,0.6,32.8408163265306,286
"590","{black-shorts,darkred-sweater} => {darkred-blouse}",0.00111856823266219,0.75,27.1824324324324,287
"591","{black-shorts,darkred-blouse} => {darkred-sweater}",0.00111856823266219,0.75,41.0510204081633,287
"606","{darkred-sweater} => {darkred-blouse}",0.00745712155108128,0.408163265306122,14.7931605074462,295
"610","{black-sweater,darkblue-jeans} => {black-blouse}",0.00111856823266219,1,6.94818652849741,297
"635","{brown-skirt,brown-sweater} => {brown-blouse}",0.00149142431021626,0.571428571428571,11.5230934479055,309
"637","{brown-blouse,brown-skirt} => {brown-sweater}",0.00149142431021626,0.5,17.88,309
"674","{black-pants,black-sweater} => {black-blouse}",0.00186428038777032,1,6.94818652849741,328
"676","{black-blouse,black-pants} => {black-sweater}",0.00186428038777032,0.357142857142857,6.42857142857143,328
"707","{darkblue-skirt,darkblue-sweater} => {darkblue-blouse}",0.00186428038777032,0.625,8.86904761904762,344
"710","{darkblue-sweater,lightred-skirt} => {black-blouse}",0.00111856823266219,0.6,4.16891191709845,345
"713","{darkblue-shorts,darkblue-sweater} => {black-blouse}",0.00111856823266219,0.5,3.4740932642487,346
"716","{darkblue-shorts,darkblue-sweater} => {darkblue-blouse}",0.00111856823266219,0.5,7.09523809523809,347
"721","{darkblue-sweater} => {darkblue-blouse}",0.0141685309470544,0.59375,8.42559523809524,349
