"rules","support","confidence","lift","count"
"1","{lightGray-sweater} => {darkBlue-blouse}",0.00111856823266219,0.5,7.09523809523809,3
"2","{lightCyan-T-shirt} => {black-skirt}",0.00111856823266219,0.375,6.36550632911392,3
"3","{darkPink-skirt} => {darkBlue-blouse}",0.00111856823266219,0.375,5.32142857142857,3
"4","{lightBlue-pants} => {black-blouse}",0.00111856823266219,0.333333333333333,2.3160621761658,3
"5","{lightGray-coat} => {darkGray-skirt}",0.00111856823266219,0.375,11.0521978021978,3
"6","{darkGreen-sweater} => {darkGreen-blouse}",0.00186428038777032,0.625,111.75,5
"7","{darkGreen-blouse} => {darkGreen-sweater}",0.00186428038777032,0.333333333333333,111.75,5
"8","{darkPurple-sweater} => {darkPurple-blouse}",0.00149142431021626,0.5,95.7857142857143,4
"9","{lightPurple-skirt} => {black-sweater}",0.00111856823266219,0.333333333333333,6,3
"10","{Orange-shorts} => {brown-blouse}",0.00111856823266219,0.333333333333333,6.7218045112782,3
"11","{lightYellow-coat} => {darkBlue-T-shirt}",0.00111856823266219,0.333333333333333,9.21649484536082,3
"12","{lightPink-blazer} => {lightPink-blouse}",0.00111856823266219,0.333333333333333,49.6666666666667,3
"13","{lightBlue-sweater} => {lightBlue-blouse}",0.00223713646532438,0.666666666666667,26.6865671641791,6
"14","{brown-legging} => {black-blouse}",0.00223713646532438,0.6,4.16891191709845,6
"15","{lightPink-sweater} => {lightPink-blouse}",0.00223713646532438,0.6,89.4,6
"16","{lightPink-blouse} => {lightPink-sweater}",0.00223713646532438,0.333333333333333,89.4,6
"17","{darkYellow-skirt} => {black-blouse}",0.00149142431021626,0.363636363636364,2.52661328308997,4
"18","{darkYellow-sweater} => {darkYellow-blouse}",0.00186428038777032,0.416666666666667,48.5869565217391,5
"19","{lightCyan-sweater} => {lightCyan-blouse}",0.00372856077554064,0.769230769230769,66.5508684863524,10
"20","{lightCyan-blouse} => {lightCyan-sweater}",0.00372856077554064,0.32258064516129,66.5508684863524,10
"21","{darkCyan-sweater} => {darkCyan-blouse}",0.00372856077554064,0.714285714285714,54.734693877551,10
"22","{darkBlue-pants} => {black-blouse}",0.00186428038777032,0.3125,2.17130829015544,5
"23","{lightYellow-sweater} => {lightYellow-blouse}",0.00372856077554064,0.625,52.3828125,10
"24","{lightYellow-blouse} => {lightYellow-sweater}",0.00372856077554064,0.3125,52.3828125,10
"25","{lightBlue-blazer} => {lightBlue-blouse}",0.00298284862043251,0.363636363636364,14.5563093622795,8
"26","{Orange-sweater} => {Orange-blouse}",0.00559284116331096,0.576923076923077,30.3393665158371,15
"27","{darkGray-pants} => {black-blouse}",0.00447427293064877,0.387096774193548,2.68962059167642,12
"28","{brown-blazer} => {brown-blouse}",0.00372856077554064,0.32258064516129,6.50497210768858,10
"29","{brown-coat} => {brown-blouse}",0.00484712900820283,0.371428571428571,7.49001074113856,13
"30","{darkGray-blouse} => {darkGray-sweater}",0.00596569724086503,0.372093023255814,23.2082206598161,16
"31","{darkGray-sweater} => {darkGray-blouse}",0.00596569724086503,0.372093023255814,23.2082206598161,16
"32","{white-coat} => {white-skirt}",0.00596569724086503,0.363636363636364,6.25174825174825,16
"33","{lightRed-sweater} => {lightRed-blouse}",0.00745712155108128,0.454545454545455,14.3422459893048,20
"34","{darkRed-sweater} => {darkRed-blouse}",0.00745712155108128,0.408163265306122,14.7931605074462,20
"35","{darkBlue-sweater} => {darkBlue-blouse}",0.0141685309470544,0.59375,8.42559523809524,38
"36","{white-sweater} => {white-blouse}",0.0152870991797166,0.594202898550725,9.0548418972332,41
"37","{brown-sweater} => {brown-blouse}",0.0145413870246085,0.52,10.486015037594,39
"38","{black-blazer} => {black-blouse}",0.0134228187919463,0.444444444444444,3.0880829015544,36
"39","{black-coat} => {black-blouse}",0.011558538404176,0.326315789473684,2.26730297245705,31
"40","{black-sweater} => {black-blouse}",0.0380313199105145,0.684563758389262,4.75647668393782,102
"41","{black-sweater,lightPink-skirt} => {black-blouse}",0.00111856823266219,1,6.94818652849741,3
"42","{black-blouse,lightPink-skirt} => {black-sweater}",0.00111856823266219,0.6,10.8,3
"43","{darkBlue-sweater,darkGray-pants} => {darkBlue-blouse}",0.00111856823266219,0.75,10.6428571428571,3
"44","{darkBlue-blouse,darkGray-pants} => {darkBlue-sweater}",0.00111856823266219,0.75,31.4296875,3
"45","{black-sweater,darkGray-pants} => {black-blouse}",0.00149142431021626,1,6.94818652849741,4
"46","{black-blouse,darkGray-pants} => {black-sweater}",0.00149142431021626,0.333333333333333,6,4
"47","{darkBlue-sweater,darkRed-skirt} => {darkBlue-blouse}",0.00111856823266219,0.75,10.6428571428571,3
"48","{darkBlue-blouse,darkRed-skirt} => {darkBlue-sweater}",0.00111856823266219,0.5,20.953125,3
"49","{black-blazer,black-jeans} => {black-blouse}",0.00149142431021626,1,6.94818652849741,4
"50","{black-blouse,black-jeans} => {black-blazer}",0.00149142431021626,0.444444444444444,14.716049382716,4
"51","{white-shorts,white-sweater} => {white-blouse}",0.00149142431021626,0.8,12.1909090909091,4
"52","{white-blouse,white-shorts} => {white-sweater}",0.00149142431021626,0.5,19.4347826086957,4
"53","{darkBlue-coat,darkBlue-skirt} => {darkBlue-blouse}",0.00111856823266219,0.428571428571429,6.08163265306122,3
"54","{black-sweater,lightBlue-skirt} => {black-blouse}",0.00149142431021626,0.8,5.55854922279793,4
"55","{black-blouse,lightBlue-skirt} => {black-sweater}",0.00149142431021626,0.571428571428571,10.2857142857143,4
"56","{darkGray-sweater,lightRed-skirt} => {black-blouse}",0.00149142431021626,1,6.94818652849741,4
"57","{black-blouse,darkGray-sweater} => {lightRed-skirt}",0.00149142431021626,0.4,9.01512605042017,4
"58","{white-coat,white-T-shirt} => {white-skirt}",0.00111856823266219,0.5,8.59615384615385,3
"59","{white-coat,white-skirt} => {white-blouse}",0.00335570469798658,0.5625,8.57173295454546,9
"60","{white-blouse,white-coat} => {white-skirt}",0.00335570469798658,0.692307692307692,11.9023668639053,9
"61","{white-blouse,white-skirt} => {white-coat}",0.00335570469798658,0.3,18.2863636363636,9
"62","{black-shorts,lightRed-sweater} => {lightRed-blouse}",0.00111856823266219,0.6,18.9317647058824,3
"63","{black-shorts,lightRed-blouse} => {lightRed-sweater}",0.00111856823266219,0.375,22.8579545454545,3
"64","{lightRed-skirt,lightRed-sweater} => {lightRed-blouse}",0.00111856823266219,0.6,18.9317647058824,3
"65","{lightRed-blouse,lightRed-skirt} => {lightRed-sweater}",0.00111856823266219,0.375,22.8579545454545,3
